page_id,page_title,view_count,protection_status,page_length,edit_count,page_watchers,page_watchers_recent_edits,page_views_past_30days,page_id_scrapped,redirects,recent_number_of_edits,number_distinct_authors,number_categories
1119701,Physical medicine and rehabilitation,846410,autoconfirmed,9938,768,89,9,5580,1119701,33,0,0,8
1141494,Salif Diao,193387,autoconfirmed,23547,537,25,50.79,1305,1141494,0,1,1,8
44973911,Anders Gronstedt,18945,unprotected,7421,49,25,50.79,25,44973911,0,1,1,8
49685953,2016_Tel_Aviv_stabbings,36204,extendedconfirmed,16829,146,25,50.79,136,49685953,2,1,1,8
21868967,Morgellons,2428631,extendedconfirmed,26195,4390,421,35,25778,21868967,12,1,1,8
1009259,Macy's Thanksgiving Day Parade,2198960,autoconfirmed,118094,3913,157,15,8939,1009259,13,1,1,8
1117328,Pickaxe,680230,autoconfirmed,5177,352,54,8,7781,1117328,13,1,1,8
1070152,Mugger crocodile,1046078,autoconfirmed,58629,932,70,15,14084,1070152,18,1,1,8
17500955,Miyahara Station,10830,unprotected,4342,32,25,50.79,60,17500955,0,3,1,8
12701,Greenwich Mean Time,5121310,sysop,22563,1695,366,36,80649,12701,13,2,2,8
1033897,Death of Adolf Hitler,8960514,autoconfirmed,51883,3995,306,31,90072,1033897,24,4,2,8
10374465,Jordan Rhodes,1267744,autoconfirmed,49521,2010,31,2,10208,10374465,1,5,3,8
615932,Russian humour,91731,unprotected,13421,377,50,4,878,615932,5,7,4,8
699466,Habbo,840547,sysop,43900,7546,484,12,8222,699466,32,10,4,8
113055,Temperament,1011476,autoconfirmed,39812,496,182,16,8246,113055,10,23,4,8
4877697,Daniel Sturridge,5888455,sysop,86633,4563,85,16,93272,4877697,3,16,10,8
156105,Chinggis Khaan International Airport,376293,sysop,22874,206,48,11,2916,38046876,9,25,10,8
1371138,The Fox and the Hound,2768125,sysop,40346,2131,167,17,37426,1371138,7,15,13,8
1449866,Word,2123859,sysop,17334,3489,377,40,18478,1449866,6,16,13,8
1143036,Chelmsley Wood,106391,autoconfirmed,15267,562,25,50.79,1017,1143036,0,0,0,9
8659823,Katya Lycheva,54999,unprotected,3834,53,25,50.79,779,8659823,0,0,0,9
21841567,Nowe Guty,6460,unprotected,1895,12,25,50.79,42,21841567,0,0,0,9
1796393,David Aldridge,611597,extendedconfirmed,5996,263,25,50.79,3806,1796393,1,0,0,9
23264187,Cappelen Damm,24621,unprotected,1110,17,25,50.79,79,23264187,1,0,0,9
30882408,Pine Islet Light,7730,unprotected,10125,59,25,50.79,49,30882408,1,0,0,9
46846123,Piñata Protest,21011,unprotected,5844,55,25,50.79,196,46846123,1,0,0,9
113180,Pussy,6633566,autoconfirmed,21381,1993,281,24,49762,113180,2,0,0,9
11650319,Xiaxue,237120,autoconfirmed,14134,1521,46,3,1751,11650319,2,0,0,9
27282260,Yaroslav Krestovsky,10438,unprotected,9045,99,25,50.79,17,27282260,2,0,0,9
445112,13th_Airborne_Division_(United_States),231967,sysop,26179,396,36,4,2307,445112,3,0,0,9
1838995,Galician Literature Day,34990,unprotected,5397,129,25,50.79,56,1838995,4,0,0,9
8549547,Chekavar,72372,extendedconfirmed,2718,757,25,50.79,781,8549547,4,0,0,9
10884089,List of The New Adventures of Winnie the Pooh episodes,279617,autoconfirmed,39388,644,25,50.79,2637,10884089,4,0,0,9
11403316,Compressed sensing,554989,autoconfirmed,46782,644,143,13,5646,11403316,7,0,0,9
1100953,Khachkar,193942,sysop,15897,511,83,10,1656,1100953,12,0,0,9
1052338,1 Esdras,293221,unprotected,15067,416,56,12,3515,1052338,19,0,0,9
22932162,Lowndes Grove,33949,unprotected,9191,55,25,50.79,1516,22932162,0,1,1,9
10404818,Hindutash,35002,autoconfirmed,8596,299,25,50.79,239,10404818,1,1,1,9
1108159,Carcharodontosaurus,845294,autoconfirmed,17225,830,102,21,12775,1108159,7,1,1,9
52268,Sabra and Shatila massacre,1206438,extendedconfirmed,77026,2750,349,16,11223,52268,18,1,1,9
1105029,Nair,1279895,extendedconfirmed,93599,6429,193,14,18966,1105029,32,1,1,9
11059398,Adult diaper,508182,autoconfirmed,23196,256,41,5,5555,11059398,3,2,1,9
44980134,Đinh Bộ Lĩnh,83965,extendedconfirmed,8442,333,35,3,865,44980134,9,3,1,9
48460477,Natalie Cassidy,735169,extendedconfirmed,11037,626,39,3,6789,48460477,0,2,2,9
1402672,Carlton Cole,1222990,sysop,48454,2961,41,5,10978,1402672,1,2,2,9
142788,Gas chamber,3439109,extendedconfirmed,26724,1393,246,26,33921,142788,8,3,3,9
43758363,Gamergate controversy,6556991,extendedconfirmed,193975,6410,590,82,60340,43758363,23,15,12,9
2236472,Transformers (film),7276665,sysop,80935,11637,513,22,71140,2236472,12,22,14,9
102210,Arthur (TV series),4124129,autoconfirmed,48092,4549,207,37,132203,102210,22,33,23,9
25569743,"Acari, Rio Grande do Norte",8270,unprotected,5118,27,25,50.79,39,25569743,0,0,0,10
40846275,Technothlon,58232,unprotected,16424,115,25,50.79,976,40846275,0,0,0,10
10509730,Alec Butler,82560,autoconfirmed,5735,96,25,50.79,627,10509730,1,0,0,10
11030872,God Made Me Funky,18773,autoconfirmed,5359,116,25,50.79,135,11030872,3,0,0,10
11053801,Maz Jobrani,995097,autoconfirmed,9564,361,45,9,7266,11053801,3,0,0,10
40803169,DJ Playero,160425,unprotected,11108,299,25,50.79,1029,40803169,4,0,0,10
64837386,2020_Bangalore_riots,210150,extendedconfirmed,27156,410,44,13,3034,64837386,4,0,0,10
108852,"Somers, Connecticut",89607,unprotected,15884,353,25,50.79,1159,108852,5,0,0,10
6070854,Gérgal,10685,unprotected,3156,58,25,50.79,52,6070854,5,0,0,10
10284103,House of Merode,92358,autoconfirmed,17384,324,25,50.79,1320,10284103,10,0,0,10
41999710,Nadeshot,1013275,sysop,27205,2027,49,6,10010,41999710,11,0,0,10
5678569,Lollar,25323,unprotected,1428,39,25,50.79,149,5678569,0,1,1,10
10111390,Guild Wars 2,1218436,autoconfirmed,52335,1007,120,5,23472,10111390,5,1,1,10
1141314,California Miramar University,196766,autoconfirmed,7122,828,44,4,1720,1141314,6,1,1,10
3727561,Firozpur district,111685,sysop,5698,351,25,50.79,1239,3727561,9,1,1,10
32786931,2011_southern_Israel_cross-border_attacks,85379,extendedconfirmed,75912,939,83,50.79,460,32786931,12,1,1,10
10172009,Kulraj Randhawa,876561,autoconfirmed,3733,299,25,50.79,7026,10172009,0,5,1,10
25856,Radiation,3911900,sysop,42922,3894,515,48,29185,25856,3,2,2,10
285059,Line of Control,1974023,extendedconfirmed,15759,463,128,14,16739,285059,14,7,2,10
4032739,Prostitution in South Korea,798234,extendedconfirmed,49601,871,69,8,7653,4032739,1,5,3,10
1118379,Online shopping,4235308,autoconfirmed,50926,2620,302,31,114589,1118379,70,5,4,10
1914,Antimicrobial resistance,1461174,unprotected,132450,3377,264,26,8281,1914,29,15,6,10
68253,List of sovereign states,7394709,sysop,130225,8577,899,111,81948,68253,69,12,10,10
2505806,Ernst Hofbauer,36781,unprotected,4521,87,25,50.79,329,2505806,0,0,0,11
2876164,Ataun,17824,unprotected,2839,65,25,50.79,78,2876164,0,0,0,11
10847146,R. Paul Robertson,11000,unprotected,2345,52,25,50.79,105,10847146,0,0,0,11
48901872,Chemillé-en-Anjou,9467,unprotected,2673,20,25,50.79,65,48901872,0,0,0,11
1056208,Jure Francetić,101212,autoconfirmed,21260,398,25,50.79,1377,1056208,1,0,0,11
10403956,Robert Garside,52630,autoconfirmed,53284,836,41,50.79,410,10403956,2,0,0,11
31321309,Terry Bean,82673,extendedconfirmed,20207,381,43,13,327,31321309,3,0,0,11
11115779,George Runner,36892,autoconfirmed,20489,252,25,50.79,183,11115779,4,0,0,11
15606119,List of wars involving Israel,1445243,extendedconfirmed,31648,885,138,15,13038,15606119,8,0,0,11
6867958,Vanniyar,812397,extendedconfirmed,15382,1622,76,12,14725,6867958,21,0,0,11
225891,Kamma (caste),1107024,extendedconfirmed,40783,4432,107,5,17706,225891,6,1,1,11
1030599,Black History Month,2816859,autoconfirmed,26287,2005,178,20,6725,1030599,6,1,1,11
1001666,List of Dragon Ball characters,5051287,autoconfirmed,159170,6442,231,19,57401,1001666,429,3,1,11
44089740,Brianna Wu,1274269,extendedconfirmed,29957,550,128,20,17304,44089740,7,4,1,11
156115,Sexual fetishism,3711274,sysop,32523,2288,491,38,44531,156115,19,3,3,11
1030713,Gabe Newell,3357279,autoconfirmed,21159,1379,178,25,70056,1030713,5,4,3,11
8592058,List of Rajputs,800824,extendedconfirmed,52263,3539,58,7,14507,8592058,2,11,3,11
6048021,Sarah Natochenny,465985,sysop,21487,1098,43,9,5195,6048021,3,4,4,11
19281864,Katy Perry discography,2150116,extendedconfirmed,104958,6757,96,10,17013,19281864,6,4,4,11
7669549,Great Fire of London,4544647,sysop,54511,3584,399,39,57979,7669549,18,6,5,11
15824338,Canville-la-Rocque,9227,unprotected,1621,52,25,50.79,8,15824338,0,0,0,12
8774881,Raymond D. Fogelson,11112,unprotected,4303,31,25,50.79,32,8774881,2,0,0,12
11054586,North View Secondary School,20745,autoconfirmed,3143,472,25,50.79,157,11054586,2,0,0,12
1001707,Jaffa Cakes,1298825,autoconfirmed,13196,1890,146,11,10941,1001707,5,0,0,12
1106026,Beth Ostrosky Stern,2484625,autoconfirmed,11713,1288,68,7,20466,1106026,5,0,0,12
200136,Static electricity,2314709,sysop,28382,2032,193,17,14737,200136,6,0,0,12
1047835,Way of the Dragon,1257399,autoconfirmed,21589,1073,70,10,17550,1047835,7,0,0,12
11470826,Jake T. Austin,4176999,autoconfirmed,28200,4279,201,8,25564,11470826,7,0,0,12
101679,VRML,442784,autoconfirmed,14865,838,99,10,3240,101679,10,0,0,12
267603,Killings and massacres during the 1948 Palestine war,147957,extendedconfirmed,43892,1381,129,11,1155,267603,11,0,0,12
27485183,Willem van den Hout,8800,unprotected,8807,45,25,50.79,59,27485183,1,1,1,12
855728,Red McCombs,485956,unprotected,14806,376,32,50.79,4852,855728,2,1,1,12
2642626,VDL Nedcar,123765,unprotected,19676,238,25,50.79,1683,2642626,5,1,1,12
1109945,Turkish Naval Forces,768371,autoconfirmed,52358,1895,71,10,11272,1109945,8,1,1,12
2346196,Khowar language,166809,sysop,14431,844,67,10,2127,2346196,19,2,1,12
44832534,Connor Franta,1056929,sysop,24545,841,108,3,4304,44832534,0,2,2,12
1526718,Kayastha,1641873,extendedconfirmed,49111,3975,136,17,23784,1526718,8,3,2,12
4250553,Gene,4895849,sysop,106860,4196,616,51,29091,4250553,9,10,6,12
11557106,Batman in film,9490155,autoconfirmed,174015,5520,287,40,119163,11557106,54,16,7,12
11288250,Martin Hirsch,27257,autoconfirmed,2592,119,25,50.79,210,11288250,0,0,0,13
15435318,Verdun-en-Lauragais,6601,unprotected,1778,53,25,50.79,17,15435318,0,0,0,13
42553171,Victor On-kwok Li,7906,unprotected,3887,37,25,50.79,37,42553171,1,0,0,13
21617375,Kallar (caste),476907,extendedconfirmed,11599,2006,52,11,6110,21617375,2,0,0,13
32102180,Kanpur railway station,15571,unprotected,2410,40,25,50.79,179,32102180,2,0,0,13
11059,Five Pillars of Islam,5210880,autoconfirmed,30168,5631,360,35,26330,11059,29,0,0,13
11258,Fellatio,14886523,autoconfirmed,38698,2966,536,64,201624,11258,63,0,0,13
11411461,Ola Toivonen,698469,autoconfirmed,38734,962,25,50.79,5068,11411461,0,1,1,13
30408047,David Straiton,47433,unprotected,2814,38,25,50.79,315,30408047,1,1,1,13
11260577,Ann Romney,944178,autoconfirmed,74407,820,52,7,6450,11260577,2,1,1,13
43842849,Aude (writer),8735,unprotected,4123,42,25,50.79,21,43842849,2,1,1,13
10624594,Krypton,2632543,autoconfirmed,24173,2754,212,22,15511,10624594,5,1,1,13
4178394,Chamar,985526,extendedconfirmed,15692,3059,80,2,15339,4178394,7,1,1,13
44980188,Peter Nguyen Van Hung,25820,extendedconfirmed,6357,457,52,8,107,44980188,7,1,1,13
1143659,Ruby Bridges,4675419,autoconfirmed,22937,1711,140,16,20334,1143659,8,1,1,13
3196487,Prostitution in China,680034,extendedconfirmed,87234,1300,124,10,6879,3196487,8,2,2,13
1057414,Traumatic brain injury,2058135,autoconfirmed,140725,1604,301,25,14640,1057414,14,2,2,13
1245311,Finasteride,4455570,extendedconfirmed,65370,2011,208,27,45350,1245311,38,2,2,13
22709,Okapi,3338751,sysop,38483,3233,231,26,35672,22709,15,3,2,13
38902,Brown,1243556,sysop,40081,2351,151,14,12039,38902,10,5,5,13
21294852,Pony,1725900,sysop,16513,972,108,10,18932,21294852,2,9,5,13
54215533,2017_London_Bridge_attack,721698,sysop,68764,2453,148,20,13086,54215533,21,7,6,13
24209,Profanity,2631829,sysop,40177,6987,499,56,31209,24209,55,9,6,13
21496243,VeggieTales,1939928,sysop,50143,6945,170,19,28454,21496243,25,23,15,13
35783123,Grizzly bear,5451752,sysop,105365,6775,291,32,72542,35783123,31,23,15,13
41938992,Maddie Ziegler,13106310,sysop,96038,3515,249,40,95161,41938992,6,37,16,13
11366634,Katie Hopkins,5596522,extendedconfirmed,108724,2817,160,29,229615,11366634,6,41,16,13
33879,Windows XP,5240447,sysop,121953,10976,913,62,67855,33879,53,35,24,13
1061021,List of secret police organizations,319210,autoconfirmed,36845,541,66,7,1685,1061021,1,0,0,14
15431820,Saint-Félix-de-Tournegat,5605,unprotected,2857,70,25,50.79,14,15431820,1,0,0,14
30094393,South Carolina Research Authority,8391,sysop,2146,196,25,50.79,18,30094393,1,0,0,14
2107573,Eric Christmas,205576,unprotected,7630,225,25,50.79,2997,2107573,2,0,0,14
11243617,Paolo Veneziano,29106,unprotected,5864,70,25,50.79,427,11243617,2,0,0,14
11347320,Saint Thomas More High School (Milwaukee),20364,autoconfirmed,9169,222,25,50.79,117,11347320,2,0,0,14
628454,Israel Shamir,144130,extendedconfirmed,28266,1834,130,11,1089,628454,3,0,0,14
1204559,Jewish Voice for Peace,191281,extendedconfirmed,46380,655,97,9,1985,1204559,3,0,0,14
17626789,1929_Hebron_massacre,402155,extendedconfirmed,46977,1090,184,16,3738,17626789,6,0,0,14
10303,Evaporation,2474667,autoconfirmed,12759,2851,176,27,15643,10303,12,0,0,14
181696,1949_Armistice_Agreements,438661,extendedconfirmed,44604,505,121,17,2964,181696,12,0,0,14
1123369,Historiography of the fall of the Western Roman Empire,440768,autoconfirmed,67131,2667,244,15,2793,1123369,15,0,0,14
50873,Feather,1157705,sysop,75945,1537,139,15,9157,50873,17,0,0,14
9675071,Ezhava,664000,extendedconfirmed,37676,4466,128,18,10147,9675071,29,0,0,14
100627,Emo,4064083,autoconfirmed,115148,9901,840,28,55215,100627,71,0,0,14
50222102,Nikolaus Hillebrand,6812,unprotected,6145,36,25,50.79,30,50222102,0,1,1,14
1162486,Giv'at Ze'ev,61461,extendedconfirmed,11245,247,32,5,663,1162486,7,1,1,14
312990,7 World Trade Center,3416117,sysop,74479,3481,415,24,33122,312990,23,1,1,14
29177750,Dota 2,5327670,extendedconfirmed,183925,3708,199,15,43478,29177750,25,1,1,14
2730733,Willie Mason,296361,sysop,41847,1163,37,3,2219,2730733,1,3,1,14
2626808,Masha Bruskina,141900,unprotected,9185,188,25,50.79,3466,2626808,0,2,2,14
21474,Natural number,3873158,sysop,46087,2733,462,54,39990,21474,19,2,2,14
11546879,Google Street View,5695914,autoconfirmed,37771,6372,496,43,76939,11546879,21,2,2,14
44632625,RuPaul's Drag Race (season 7),4780444,extendedconfirmed,42762,3248,60,6,69934,44632625,26,7,2,14
25858615,Rodger Dean Duncan,14213,unprotected,8605,90,25,50.79,41,25858615,1,3,3,14
47335,Catfish,3874683,sysop,64694,2928,201,12,59607,47335,15,4,4,14
11492,Foot,2247848,autoconfirmed,28265,2835,204,18,17142,11492,35,5,4,14
47398645,Jat people,2463950,extendedconfirmed,61303,7279,251,26,36782,47398645,63,19,5,14
43490,Windmill,2532034,sysop,37634,3465,218,23,19071,43490,15,7,7,14
25233,Quartz,5315926,sysop,55463,3089,487,42,52678,25233,29,7,7,14
27712,Sugar,6403390,sysop,89857,4985,515,44,53414,27712,26,10,10,14
10089424,Kearnan Myall,23833,autoconfirmed,4243,132,25,50.79,55,10089424,0,0,0,15
10771083,Phan Đình Phùng,74767,autoconfirmed,32431,401,25,50.79,486,10771083,3,0,0,15
1109104,Ray Comfort,585896,autoconfirmed,33736,1598,128,22,5144,1109104,4,0,0,15
1129182,Leonardo Araújo,756744,autoconfirmed,35919,820,41,5,12435,1129182,5,0,0,15
181786,Safavid dynasty,2420343,extendedconfirmed,23618,5028,464,49,19771,181786,21,0,0,15
32720869,Anita Sarkeesian,2106305,extendedconfirmed,54724,1578,304,30,15704,32720869,4,1,1,15
22620057,1948_Palestinian_exodus_from_Lydda_and_Ramle,153017,extendedconfirmed,117508,2168,170,18,2034,22620057,16,1,1,15
3534946,Hrvoje Vukčić Hrvatinić,43675,unprotected,14074,214,25,50.79,536,3534946,3,2,1,15
18247176,Deir Yassin massacre,740650,extendedconfirmed,100670,3068,278,29,6597,18247176,12,2,1,15
15679978,Israeli Apartheid Week,62622,extendedconfirmed,28304,530,77,5,357,15679978,2,3,1,15
21487063,Varangians,1178077,sysop,34827,1450,259,35,16023,21487063,11,2,2,15
19698503,Anti-Zionism,1611063,extendedconfirmed,87646,4909,424,44,15753,19698503,50,2,2,15
1524059,Chitral,429373,sysop,15211,1564,71,9,5998,1524059,16,3,2,15
1105480,Mushroomhead,1795128,autoconfirmed,42844,4361,85,6,28879,1105480,9,4,2,15
857051,Karna,4863233,extendedconfirmed,78303,3165,210,14,60199,857051,7,8,2,15
10567534,Blake Griffin,8233943,autoconfirmed,98344,3104,119,20,72108,10567534,3,3,3,15
11408,Female genital mutilation,10468369,autoconfirmed,163550,7002,600,59,59400,11408,27,7,5,15
10292532,ICarly,5772522,autoconfirmed,106019,10541,453,63,136394,10292532,70,15,5,15
104444,Dietary supplement,1830065,autoconfirmed,98439,1564,235,21,18719,104444,31,164,14,15
44215100,George Budd,13262,unprotected,3740,20,25,50.79,65,44215100,1,0,0,16
1082198,Nicky Cruz,569073,autoconfirmed,7037,1154,55,3,5301,1082198,3,0,0,16
1160865,Samy Vellu,208303,autoconfirmed,20539,986,25,50.79,3977,1160865,6,0,0,16
1157014,Pauly Shore,4372534,autoconfirmed,12665,1329,101,9,57006,1157014,7,0,0,16
1162481,Modi'in Illit,164637,extendedconfirmed,17255,644,93,10,1535,1162481,7,0,0,16
11247682,The Devil Wears Prada (band),996588,autoconfirmed,45205,3595,106,6,9158,11247682,11,1,1,16
11554502,Lester Coleman,21196,autoconfirmed,30012,861,51,6,92,11554502,11,1,1,16
47917237,2015_Mina_stampede,1010860,sysop,139974,3048,93,8,9274,47917237,6,2,2,16
42731591,2015_in_American_television,608497,sysop,385324,3599,31,4,1317,42731591,1,4,4,16
11223633,Aiglon College,194179,autoconfirmed,22636,412,25,50.79,2540,11223633,0,14,4,16
1075887,John Key,1206133,autoconfirmed,94250,1823,112,12,7938,1075887,8,9,8,16
35347635,Sasha Banks,11710601,extendedconfirmed,137391,4346,231,38,123312,35347635,9,19,8,16
27783,Stem cell,5181235,sysop,92584,6738,1013,39,20665,27783,34,12,9,16
10891776,Call of Duty 4: Modern Warfare,4174816,autoconfirmed,75532,8065,365,30,49407,10891776,52,14,9,16
30388,Thylacine,6454228,sysop,108721,4305,478,52,62766,30388,30,11,11,16
21208368,Pumpkin,3495645,sysop,38651,2884,225,29,27774,21208368,6,26,13,16
1033898,Jim Norton (Irish actor),550054,autoconfirmed,12874,316,25,50.79,5009,1033898,1,0,0,17
150829,"Thomasville, North Carolina",186064,unprotected,23294,522,25,50.79,1833,150829,5,0,0,17
1014,Alcohol,5796741,autoconfirmed,31837,3356,411,35,44068,1014,22,0,0,17
7978072,Jewish Bolshevism,1040275,extendedconfirmed,40895,2574,254,35,10605,7978072,39,0,0,17
71897,Marwan Barghouti,271038,extendedconfirmed,33059,867,151,11,2252,71897,5,1,1,17
1102136,Sambandar,213773,autoconfirmed,17990,476,25,50.79,4522,1102136,11,1,1,17
351513,Aliyah,2337420,extendedconfirmed,109843,2489,374,34,23038,351513,12,1,1,17
11567096,Murdoch Mysteries,4524856,autoconfirmed,57451,1665,112,28,40574,11567096,13,1,1,17
11145,Fire,4523535,autoconfirmed,36654,6329,500,33,39878,11145,10,7,1,17
67516,Fourth International,532438,sysop,56405,1753,127,20,6541,67516,11,2,2,17
46365176,Call of Duty: Black Ops III,6738868,sysop,74085,1826,130,20,34478,46365176,19,2,2,17
18963754,Viscosity,9382102,sysop,75460,3698,548,46,60084,18963754,38,3,3,17
37650258,List of highest-grossing Indian films,43579777,extendedconfirmed,160306,9424,484,25,181435,37650258,31,7,3,17
10919134,Jozy Altidore,2537261,autoconfirmed,93948,3151,59,10,33533,10919134,8,17,3,17
10106,Earthquake,11557598,autoconfirmed,74736,5471,684,58,64321,10106,15,8,6,17
18514671,Roblox,10603884,extendedconfirmed,54420,3660,508,85,376921,18514671,40,10,6,17
10079827,Max Blumenthal,706742,extendedconfirmed,82861,1862,165,29,10137,10079827,1,11,6,17
675652,Rajput,3594628,extendedconfirmed,105258,6809,320,47,53067,675652,49,14,6,17
2685664,Sonic the Hedgehog (2006 video game),1119139,sysop,68550,10767,476,19,12182,2685664,39,13,10,17
59892,List of highest-grossing films,67497797,extendedconfirmed,315688,22281,944,157,327422,59892,40,68,12,17
100062,Super Mario 64,2126780,autoconfirmed,73972,4787,268,46,30955,100062,28,32,15,17
105922,King David Hotel bombing,825267,extendedconfirmed,54661,1795,178,20,8996,105922,4,0,0,18
11069849,Disappearance of Madeleine McCann,15604902,extendedconfirmed,166115,7200,423,57,116149,11069849,32,0,0,18
625894,François Bayrou,220088,unprotected,34012,538,36,3,1203,625894,4,1,1,18
1078340,Immortal Technique,2044228,autoconfirmed,20366,3693,209,8,17331,1078340,5,1,1,18
1164274,Claremont Graduate University,401824,autoconfirmed,18826,593,45,3,3325,1164274,11,1,1,18
367929,Israeli West Bank barrier,1677603,extendedconfirmed,143272,4270,314,16,7370,367929,34,1,1,18
514725,Nazi concentration camps,5725036,extendedconfirmed,43104,4007,379,39,40590,514725,15,4,1,18
3538069,Deepika Padukone,22504820,extendedconfirmed,148015,6510,491,18,188335,3538069,2,2,2,18
21491730,Judea,1523941,extendedconfirmed,30894,1326,250,30,15759,21491730,18,5,2,18
1084540,Ian Somerhalder,12497506,autoconfirmed,27804,4119,415,15,175416,1084540,4,4,4,18
45478592,Ukrah,17453,sysop,4458,404,25,50.79,172,45712800,12,11,7,18
4335354,Howard Webb,797312,sysop,44899,2515,70,8,12421,4335354,1,13,13,18
42089078,Zootopia,15235947,sysop,137754,5335,281,49,93353,42089078,41,22,14,18
12981647,Super Smash Bros. Brawl,1384373,sysop,94067,16009,1597,23,12257,12981647,109,31,16,18
25390847,Jeremy Lin,8821963,sysop,211819,3434,191,33,67885,25390847,10,27,17,18
17279743,Cartoon Network,6456090,sysop,95059,15298,600,75,118201,17279743,63,75,47,18
10157131,Diego Costa,7371353,autoconfirmed,107366,2543,93,13,72463,10157131,6,0,0,19
23306833,Gobi Desert,2875630,sysop,34917,2117,204,14,36128,23306833,16,0,0,19
11062,Friction,4128877,autoconfirmed,67235,3996,366,29,31384,11062,28,0,0,19
100196,Tim Westwood,1115033,autoconfirmed,15718,2898,90,50.79,12276,100196,4,1,1,19
403293,Chris Benoit,10376263,extendedconfirmed,98833,8761,728,17,144345,403293,25,1,1,19
268115,Ocelot,3755481,sysop,60155,2872,256,25,41575,268115,7,2,2,19
11481790,Nancy Grace,3099898,autoconfirmed,66576,3519,187,6,21438,11481790,9,3,3,19
237121,Tim Pawlenty,633577,sysop,111483,2484,121,9,5600,237121,16,3,3,19
1041577,Mark Henry,4262082,autoconfirmed,159564,6655,203,9,50795,1041577,7,6,4,19
19588,Mitochondrion,6617711,sysop,135369,5024,589,42,45386,19588,32,5,5,19
11370,FIFA World Cup,24249720,autoconfirmed,109202,9545,1211,96,921311,11370,35,58,12,19
723489,Miranda Cosgrove,10346632,sysop,50325,6020,508,45,165664,723489,9,20,13,19
1282180,Barelvi,852973,sysop,113818,5410,155,20,12719,1282180,30,154,20,19
718196,Albert Pujols,4363070,sysop,203115,8750,167,26,82988,718196,10,31,23,19
235589,Axolotl,7299984,sysop,38092,1911,353,46,195745,235589,12,37,27,19
2176142,2012_Summer_Olympics,6290265,sysop,150757,7466,493,48,751019,2176142,60,37,28,19
49872243,Gregorio Sciltian,8385,unprotected,2196,14,25,50.79,62,49872243,0,0,0,20
3320921,Susan Shwartz,17398,unprotected,5966,83,25,50.79,61,3320921,1,0,0,20
32073239,Janko Nilović,98258,unprotected,7824,137,25,50.79,1404,32073239,1,0,0,20
1567383,Satyananda Saraswati,258831,sysop,26280,866,62,8,3681,1567383,6,0,0,20
29044071,Cher Lloyd,2790557,extendedconfirmed,41680,3120,203,16,21279,29044071,12,0,0,20
10972664,Young Money Entertainment,3199524,autoconfirmed,52245,5239,186,22,32863,10972664,24,0,0,20
10843,Fruit,6609451,autoconfirmed,50739,3207,380,37,47867,10843,14,2,1,20
10999148,Pierce the Veil,1444229,autoconfirmed,51589,2238,115,5,16674,10999148,20,2,2,20
30343,Torah,5693919,sysop,61522,4770,980,86,58562,30343,27,8,5,20
19167764,Undergarment,1953274,sysop,65153,3113,277,25,21599,19167764,56,11,6,20
305010,Rahul Gandhi,8386913,extendedconfirmed,55491,4083,285,29,88574,305010,5,7,7,20
510764,Einsatzgruppen,2671883,extendedconfirmed,82704,2147,294,42,33974,510764,33,15,7,20
11039790,Animal,16162934,autoconfirmed,110876,7002,976,101,298557,11039790,33,13,9,20
4543,Blue,4103984,sysop,120967,6468,406,45,36829,4543,16,12,11,20
10906185,Gurjar,1587865,autoconfirmed,50640,4375,160,23,21668,10906185,19,19,11,20
2289648,Windows Vista,3619895,sysop,154114,14054,1343,45,39745,2289648,57,17,14,20
10841641,Antonio Arnaiz-Villena,18865,autoconfirmed,34276,582,34,5,86,10841641,1,0,0,21
2530989,Qizilbash,493832,sysop,42137,1868,221,11,7237,2530989,13,1,1,21
